證券代號,證券名稱,產業內容
3338,泰碩,"散熱片、風扇馬達、散熱模組, 其他電腦及週邊設備之零組件"
3339,泰谷,"生產製程及檢測設備, IC模組, IC通路, IP設計/IC設計代工服務, 光源/磊晶"
3346,麗清,"封裝/模組, 燈具/應用"
3349,寶德,其他電腦及週邊設備
3354,律勝,銅箔基板
3356,奇偶,安全監控系統
3357,臺慶科,"電感器材料(如鐵氧體、導電漿墨), 電感器"
3360,尚立,"IC模組, IC通路"
3362,先進光,光學鏡片、鏡頭
3363,上詮,光通訊設備(如光纖電纜、光傳輸設備)
3372,典範,IC封裝測試
3373,熱映,體溫計、血壓計
3374,精材,IC封裝測試
3376,新日興,機構樞紐
3379,彬台,專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)
3380,明泰,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 天線/射頻基頻, 網路"
3388,崇越電,"擴散膜、增亮膜、導光板, 膠材, 線材, 其他零組件, 玻璃纖維/玻纖布, 銅箔, 原物料, 建材原料, 原料, 生產製程、檢測設備及原物料, 原材料"
3390,旭軟,"軟性電路板, 硬板、軟板、IC載板製造"
3402,漢科,"生產製程及檢測設備, 其他電子產品及電子服務產業, 太陽能發電設備/系統及系統工程"
3406,玉晶光,"光學鏡片、鏡頭, 燈具/應用"
3413,京鼎,"生產製程及檢測設備, 燈具/應用"
3416,融程電,"工業電腦, 觸控面板"
3419,譁裕,"其他零組件, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 連接器設計、組裝及製造"
3426,台興,"傳動元件, 五金元件及零配件, 電控元件, 油空壓元件"
3430,奇鈦科,"膠材, 顏染料, 化學助劑, 其他, 橡塑膠添加劑, 材料"
3432,台端,連接器設計、組裝及製造
3434,哲固,"工業電腦, 安全監控系統, 監視器/顯示器"
3437,榮創,"背光源(發光二極體、冷陰極管), 車燈, 封裝/模組"
3438,類比科,電源管理IC
3441,聯一光,光學鏡片、鏡頭
3443,創意,IP設計/IC設計代工服務
3444,利機,"基板, 導線架, IC封裝測試, IC模組, IC通路, 驅動IC, 印刷材料, 封裝/模組"
3447,展達,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3450,聯鈞,"IC封裝測試, 主/被動元件"
3454,晶睿,安全監控系統
3455,由田,"生產製程及檢測設備, 智慧設備"
3465,進泰電子,其他電子產品及電子服務產業
3466,德晉,無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)
3479,安勤,工業電腦
3481,群創,"面板, 觸控面板, 穿戴式裝置"
3483,力致,"散熱片、風扇馬達、散熱模組, 燈具/應用"
3484,崧騰,其他電腦及週邊設備之零組件
3489,森寶,建設業
3490,單井,"生產製程及檢測設備, IC封裝測試, 生產製程、檢測設備及原物料, 太陽能發電設備/系統及系統工程"
3491,昇達科,"主/被動元件, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 零組件/材料, 天線/射頻基頻, 太陽能板/電池, 感測器, 微電子, 金屬/燃料"
3492,長盛,連接器設計、組裝及製造
3494,誠研,其他電腦及週邊設備
3498,陽程,"生產製程及檢測設備, 工業用設備, 專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)"
3499,環天科,無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)
3501,維熹,"連接器設計、組裝及製造, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
3504,揚明光,"光學鏡片、鏡頭, 金屬、塑膠模具, 其他電腦及週邊設備之零組件, 稜鏡片, 其他零組件"
3508,位速,其他電子產品及電子服務產業
3511,矽瑪,連接器設計、組裝及製造
3512,皇龍,"散熱片、風扇馬達、散熱模組, 建設業"
3515,華擎,"主機板, 顯示卡, 工業電腦, 伺服器, 元件裝置"
3516,亞帝歐,"顯示器模組, 背光源(發光二極體、冷陰極管), 燈具/應用"
3518,柏騰,機殼
3520,華盈,"連接器設計、組裝及製造, 基板組裝加工及相關製造, 太陽能發電設備/系統及系統工程, 太陽能電廠"
3521,鴻翊,"工業電腦, 建設業"
3522,御嵿,餐飲連鎖
3523,迎輝,稜鏡片
3526,凡甲,連接器設計、組裝及製造
3527,聚積,"LED驅動IC, 消費性IC, 電源管理IC, 平面顯示器控制IC, 平面顯示器驅動IC"
3528,安馳,IC通路
3529,力旺,IP設計/IC設計代工服務
3530,晶相光,消費性IC
3531,先益,背光模組
3532,台勝科,晶圓製造
3533,嘉澤,連接器設計、組裝及製造
3535,晶彩科,生產製程及檢測設備
3537,堡達,"IC通路, 電容器"
3540,曜越,"機殼, 電源供應器"
3541,西柏,"其他電腦及週邊設備, 監視器/顯示器, 電視, 公共資訊查詢站(Kiosk), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)"
3543,州巧,"其他零組件, 其他, 電子零組件、塑膠零件、五金零件, 醫療器材代理銷售及通路, 塑化材料, 金屬零件, 醫療耗材, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
3545,敦泰,平面顯示器驅動IC
3546,宇峻,"數位內容產業, 設計開發"
3548,兆利,機構樞紐
3550,聯穎,連接線
3551,世禾,"生產製程及檢測設備, 工業用設備, 環保潔能服務產業, 其他電子產品及電子服務產業, 生產製程、檢測設備及原物料"
3552,同致,其他
3555,博士旺,"IC通路, 保健食品代理銷售及通路"
3556,禾瑞亞,"控制IC, 觸控面板, 消費性IC"
3557,嘉威,其他
3558,神準,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 有線通訊設備(如電話機、傳真機)"
3563,牧德,生產製程及檢測設備
3564,其陽,"其他電腦及週邊設備, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 網路基礎設施"
3567,逸昌,IC封裝測試
3570,大塚,系統整合服務
3576,聯合再生,"太陽能電池, 太陽能電池模組"
3577,泓格,"輸出入模組/介面卡, 工業電腦"
3580,友威科,其他電子產品及電子服務產業
3581,博磊,生產製程及檢測設備
3583,辛耘,"生產製程及檢測設備, 生產製程、檢測設備及原物料, 太陽能發電設備/系統及系統工程"
3587,閎康,其他電子產品及電子服務產業
3588,通嘉,電源管理IC
3591,艾笛森,"封裝/模組, 燈具/應用"
3592,瑞鼎,"電源管理IC, 平面顯示器驅動IC"
3593,力銘,其他電腦及週邊設備之零組件
3594,磐儀,工業電腦
3596,智易,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3597,映興,"連接器設計、組裝及製造, 其他電子產品及電子服務產業, 其他"
3605,宏致,連接器設計、組裝及製造
3607,谷崧,"機殼, 塑膠/金屬機殼"
3609,三一東林,"銷售、進出口業務, 燈具/應用"
3611,鼎翰,"硬體元件, 工業電腦, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 感測器, 控制器, HMI"
3615,安可,"ITO導電基板, ITO導電玻璃, 藍寶石晶圓/晶片"
3617,碩天,其他電腦及週邊設備
3622,洋華,"觸控面板, 高/低壓輸電設施, 配電管理設施, 電網營造, 電網維運, 高壓AMI, 低壓AMI, 能源管理服務, 系統整合服務, 電力零售業"
3623,富晶通,"硬體元件, 自動化機台, 觸控面板, 感測器, 控制器, HMI"
3624,光頡,"電阻器, 電感器"
3625,西勝,"電池, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 電池模組"
3628,盈正,其他電子產品及電子服務產業
3629,地心引力,"數位內容產業, 創意生活產業"
3630,新鉅科,光學鏡片、鏡頭
3631,晟楠,其他電腦及週邊設備之零組件
3632,研勤,"衛星定位系統, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 導航定位, 系統整合, 電腦視覺, 雲端作業系統, SaaS"
3645,達邁,聚亞醯胺樹脂
3646,艾恩特,連接器設計、組裝及製造
3652,精聯,工業電腦
3653,健策,導線架
3661,世芯-KY,IP設計/IC設計代工服務
3663,鑫科,"化學品, 其他電腦及週邊設備, 化學品(如光阻劑、靶材等), ITO導電薄膜, 電阻器材料(氧化鋁陶瓷基板、導電漿墨), 電阻器, 濾波器、振盪器, 環保潔能服務產業, 材料"
3664,安瑞-KY,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 網路基礎設施"
3665,貿聯-KY,"休閒車業, 連接線, 其他電腦及週邊設備之零組件, 線材, 其他零組件, 塑膠材料, 連接器設計、組裝及製造, 基板組裝加工及相關製造, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 材料, 原材料, 塑化材料, 金屬零件"
3666,光耀,稜鏡片
3669,圓展,"其他電腦及週邊設備, 光通訊設備(如光纖電纜、光傳輸設備), 電腦視覺"
3672,康聯訊,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3673,TPK-KY,觸控面板
3675,德微,其他IC/二極體製造
3679,新至陞,"金屬、塑膠模具, 其他電腦及週邊設備之零組件, 其他零組件, 其他電子產品及電子服務產業, 其他"
3680,家登,生產製程及檢測設備
3685,元創精密,"擴散膜、增亮膜、導光板, 車燈, 鈑金, 太陽能發電設備/系統及系統工程"
3686,達能,矽晶圓/矽晶片
3687,歐買尬,"線上遊戲業, 金流串接處理服務, 設計開發, 營運發行"
3689,湧德,連接器設計、組裝及製造
3691,碩禾,材料
3693,營邦,"磁碟儲存系統, 工業電腦, 伺服器"
3694,海華,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
3701,大眾控,"工業電腦, 其他電腦及週邊設備之零組件"
3702,大聯大,IC通路
3703,欣陸,"營造業, 建設業, 工程承攬, 環保潔能服務產業"
3704,合勤控,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 有線通訊設備(如電話機、傳真機), 網路基礎設施, 網路安全防護, 行動安全"
3705,永信,中、西藥製劑
3706,神達,"伺服器, 其他電腦及週邊設備, 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 其他, 運算設備, 儲存"
3707,漢磊,"IC/晶圓製造, 晶圓製造, DRAM製造, 其他IC/二極體製造"
3708,上緯投控,"玻/碳纖, 樹酯"
3709,鑫聯大投控,"中央處理器, 晶片組, 面板, 顯示器模組, 記憶體, 主機板, 機殼, 電源供應器, 網路卡, 電池, 散熱片、風扇馬達、散熱模組, 輸出入模組/介面卡, 顯示卡, 硬碟機, 光碟機, 磁碟儲存系統, BIOS(嵌入式軟體), 筆記型電腦, 桌上型電腦, 工業電腦, 精簡型電腦, 伺服器, 其他電腦及週邊設備, 隨身碟、記憶卡讀卡機, 多功能視訊卡, 光學鏡片、鏡頭, 光碟片, 連接線, 機構樞紐, 金屬、塑膠模具, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 安全監控系統, 其他電腦及週邊設備之零組件"
3710,連展投控,"主/被動元件, 連接器設計、組裝及製造, 能源管理服務"
3711,日月光投控,IC封裝測試
3712,永崴投控,"印表機、傳真機、掃瞄器、多功能事務機、投影機, 其他電子產品及電子服務產業, 太陽能發電設備/系統及系統工程, 太陽能電廠, 風場規劃, 風場營造, 風機維護, 風場開發, 發電營運"
3713,新晶投控,"太陽能電池模組, 太陽能發電設備/系統及系統工程, 太陽能電廠"
3714,富采,"光源/磊晶, 封裝/模組"
3715,定穎投控,硬板、軟板、IC載板製造
3716,中化控股,中、西藥製劑
4102,永日,中藥材、西藥原料藥
4104,佳醫,"藥品代理銷售及通路, 醫療院所, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
4105,東洋,"原材料, 中、西藥製劑, 藥品代理銷售及通路"
4106,雃博,其他
4107,邦特,醫療耗材
4108,懷特,"中藥材、西藥原料藥, 中、西藥製劑, 原料"
4109,加捷生醫,"加工製成品, 保健食品代理銷售及通路"
4111,濟生,中、西藥製劑
4113,聯上,建設業
4114,健喬,"中、西藥製劑, 藥品代理銷售及通路"
4116,明基醫,"其他, 醫療器材代理"
4119,旭富,中藥材、西藥原料藥
4120,友華,"中、西藥製劑, 藥品代理銷售及通路, 保健食品代理銷售及通路"
4121,優盛,"藥品代理銷售及通路, 保健食品代理銷售及通路, 體溫計、血壓計, 醫療院所、醫療器材專賣店、藥局等通路"
4123,晟德,中、西藥製劑
4126,太醫,醫療耗材
4127,天良,"中、西藥製劑, 藥品代理銷售及通路, 加工製成品, 保健食品代理銷售及通路"
4128,中天,"原材料, 中、西藥製劑, 加工製成品, 保健食品代理銷售及通路"
4129,聯合,人工關節
4130,健亞,"中、西藥製劑, 藥品代理銷售及通路"
4131,浩泰,生物檢測
4133,亞諾法,生物檢測
4137,麗豐-KY,保健食品代理銷售及通路
4138,曜亞,"醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
4139,馬光-KY,醫療院所
4142,國光生,中藥材、西藥原料藥
4147,中裕,原材料
4153,鈺緯,顯示器
4154,樂威科-KY,其他
4155,訊映,醫療耗材
4157,太景*-KY,中、西藥製劑
4160,訊聯基因,"應用/系統軟體設計開發, 系統整合服務, 資料處理服務, 系統整合, 顧問諮詢, 領域解決方案, 資料庫, 分析工具, 應用軟體, 生物檢測"
4161,聿新科,"衛生用品, 醫療耗材, 生物檢測"
4162,智擎,原材料
4163,鐿鈦,其他
4164,承業醫,"其他, 醫療器材代理銷售及通路, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
4167,松瑞藥,"中藥材、西藥原料藥, 中、西藥製劑"
4168,醣聯,中、西藥製劑
4171,瑞基,"農業科技業, 生物檢測"
4173,久裕,藥品代理銷售及通路
4174,浩鼎,原材料
4175,杏一,"藥品代理銷售及通路, 醫療器材代理銷售及通路, 保健食品代理銷售及通路, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
4183,福永生技,"電子零組件、塑膠零件、五金零件, 塑化材料, 金屬零件, 醫療耗材, 生物檢測, 其他"
4188,安克,其他
4192,杏國,"中藥材、西藥原料藥, 藥品代理銷售及通路"
4198,欣大健康,生物檢測
4205,中華食,加工食品
4207,環泰,加工食品
4303,信立,"塑膠製品, 人造纖維"
4304,勝昱,塑膠製品
4305,世坤,塑膠製品
4306,炎洲,塑膠製品
4401,東隆興,"人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等), 紡紗, 染整, 運動用品"
4402,郡都開發,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)
4406,新昕纖,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)
4413,飛寶企業,成衣及其它家居紡織類品
4414,如興,成衣及其它家居紡織類品
4416,三圓,建設業
4417,金洲,成衣及其它家居紡織類品
4419,皇家美食,餐飲連鎖
4420,光明,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)
4426,利勤,織布
4430,耀億,其他
4432,銘旺實,成衣及其它家居紡織類品
4433,興采,"染整, 成衣及其它家居紡織類品"
4438,廣越,"成衣及其它家居紡織類品, 衛生用品"
4440,宜新實業,人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等)
4442,竣邦-KY,成衣及其它家居紡織類品
4502,健信,"車用機械傳動設備及零配件, 鋁合金鋼圈"
4503,金雨,"自動販賣機, 金屬加工處理, 金屬製品, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
4506,崇友,機電系統工程
4510,高鋒,金屬加工用機械
4513,福裕,金屬加工用機械
4523,永彰,"車用機械傳動設備及零配件, 冷凍空調設備及零件"
4526,東台,金屬加工用機械
4527,方土霖,冷凍空調設備及零件
4528,江興鍛,"傳動元件, 五金元件及零配件, 車用機械傳動設備及零配件, 金屬加工處理"
4529,淳紳,其他
4530,宏易,餐飲連鎖
4532,瑞智,冷凍空調設備及零件
4533,協易機,金屬加工用機械
4534,慶騰,"傳動元件, 五金元件及零配件, 手工具機, 車用機械傳動設備及零配件"
4535,至興,"機械設備之沖壓零組件, 車用機械傳動設備及零配件, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件"
4536,拓凱,"休閒車業, 其他"
4538,大詠城,鋼鑄鐵元件
4540,全球傳動,傳動元件
4541,晟田,其他
4542,科嶠,"工業用設備, 生產製程及檢測設備"
4543,萬在,"五金元件及零配件, 冷凍空調設備及零件, 金屬加工處理"
4545,銘鈺,"金屬、塑膠模具, 其他電腦及週邊設備之零組件, 其他零組件"
4549,桓達,"電控元件, 機電系統工程"
4550,長佳,機電系統工程
4551,智伸科,其他
4554,橙的,其他
4555,氣立,"電控元件, 油空壓元件"
4556,旭然,其他
4558,寶緯,"金屬加工處理, 裝置/器材零組件"
4561,健椿,傳動元件
4562,穎漢,金屬加工用機械
4563,百德,金屬加工用機械
4564,元翎,金屬加工處理
4566,時碩工業,車用機械傳動設備及零配件
4568,科際精密,"傳動元件, 油空壓元件"
4572,駐龍,金屬加工處理
4576,大銀微系統,傳動元件
4577,達航科技,"生產製程及檢測設備, 其他電子產品及電子服務產業"
4580,捷流閥業,"鋼鑄鐵元件, 傳動元件"
4583,台灣精銳,傳動元件
4588,玖鼎電力,"其他電子產品及電子服務產業, 低壓AMI, 能源管理服務, 系統整合服務"
4609,唐鋒,零售通路
4702,中美實,貿易商、代理商、經銷商
4706,大恭,"顏染料, 化學助劑, 其他"
4707,磐亞,界面活性劑
4711,永純,接著劑(合成樹脂)
4714,永捷,"塑膠製品, 人造纖維, 接著劑(合成樹脂), 建設業"
4716,大立,工業用合成樹脂
4720,德淵,"化學品, 化學品(如光阻劑、靶材等), ITO導電薄膜, 接著劑(合成樹脂), 輸送機械及零配件, 醫療器材代理"
4721,美琪瑪,"PTA(對苯二甲酸)觸媒, 鋰電池材料"
4722,國精化,"化學品, 化學品(如光阻劑、靶材等)"
4726,永昕,"中藥材、西藥原料藥, 中、西藥製劑"
4728,雙美,醫療耗材
4729,熒茂,"觸控面板, 隱型眼鏡、光學鏡片"
4735,豪展,體溫計、血壓計
4736,泰博,體溫計、血壓計
4737,華廣,生物檢測
4739,康普,"濾波器、振盪器材料(鉭酸鋰／鈮酸鋰晶圓／片、石英基板、金屬及陶瓷封裝材料), 接著劑(合成樹脂), 化學助劑, PTA(對苯二甲酸)觸媒, 鋰電池材料, 原材料"
4741,泓瀚,顏染料
4743,合一,"中藥材、西藥原料藥, 中、西藥製劑, 藥品代理銷售及通路"
4744,皇將,其他
4745,合富-KY,"醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
4746,台耀,中藥材、西藥原料藥
4747,強生,"中、西藥製劑, 藥品代理銷售及通路"
4754,國碳科,其他
4755,三福化,"化學品, 化學品(如光阻劑、靶材等), 塑膠材料, 原物料, 生產製程、檢測設備及原物料"
4760,勤凱,"IC封裝測試, 電阻器材料(氧化鋁陶瓷基板、導電漿墨), 電容器材料(如電蝕／化成鋁箔、介面瓷粉), 電感器材料(如鐵氧體、導電漿墨), 封裝/模組, 材料"
4764,雙鍵,"化學品, 膠材, 環氧樹脂, 聚亞醯胺樹脂, 化學助劑, 其他電子產品及電子服務產業, 農業科技業, 原材料, 工業用合成樹脂, 橡塑膠添加劑"
4766,南寶,接著劑(合成樹脂)
4767,誠泰科技,接著劑(合成樹脂)
4768,晶呈科技,"化學品, 化學品(如光阻劑、靶材等), 光源/磊晶, 太陽能電池"
4770,上品,"生產製程及檢測設備, 工業用合成樹脂"
4771,望隼,隱型眼鏡、光學鏡片
4772,台特化,"生產製程及檢測設備, 化學品, 化學品(如光阻劑、靶材等)"
4806,桂田文創,廣播電視/電影產業
4807,日成-KY,"製造商, 貿易商、代理商、經銷商"
4903,聯光通,光通訊設備(如光纖電纜、光傳輸設備)
4904,遠傳,"無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 電信服務業, 雲端應用服務, 雲端平台, IaaS, PaaS, SaaS"
4905,台聯電,"網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 光通訊設備(如光纖電纜、光傳輸設備)"
4906,正文,網路設備(如數據機、網路卡、閘道器、路由器、網路電話)
4907,富宇,建設業
4908,前鼎,主/被動元件
4909,新復興,"印刷電路板, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 零組件/材料, 硬板、軟板、IC載板製造, 天線/射頻基頻, 太陽能板/電池, 感測器, 微電子, 金屬/燃料"
4911,德英,"原材料, 原料, 加工製成品"
4912,聯德控股-KY,散熱片、風扇馬達、散熱模組
4915,致伸,"其他電腦及週邊設備, 印表機、傳真機、掃瞄器、多功能事務機、投影機, 其他電腦及週邊設備之零組件"
4916,事欣科,"機殼, 工業電腦, 其他電腦及週邊設備"
4919,新唐,"消費性IC, 晶圓製造"
4923,力士,電源管理IC
4924,欣厚-KY,"其他電腦及週邊設備, 金屬、塑膠模具, 其他電腦及週邊設備之零組件, 燈具/應用"
4927,泰鼎-KY,硬板、軟板、IC載板製造
4930,燦星網,"原物料, 製造商, 貿易商、代理商、經銷商"
4931,新盛力,"電池, 電力設備, 大功率鋰電池芯/模組、電池管理系統、動力馬達等零組件, 電池模組"
4933,友輝,"稜鏡片, 擴散膜、增亮膜、導光板"
4934,太極,"太陽能電池, 太陽能電池模組"
4935,茂林-KY,"其他電腦及週邊設備之零組件, 擴散膜、增亮膜、導光板, 塑膠製品, 其他電子產品及電子服務產業, 燈具/應用"
4938,和碩,"基板, 主機板, 機殼, 筆記型電腦, 桌上型電腦, 其他零組件, 網路設備(如數據機、網路卡、閘道器、路由器、網路電話), 無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒)"
4939,亞電,銅箔基板
4942,嘉彰,其他零組件
4943,康控-KY,連接器設計、組裝及製造
4945,陞達科技,"IC通路, 微控制器IC"
4946,辣椒,"數位內容產業, 營運發行"
4949,有成精密,"生產製程及檢測設備, 太陽能電池模組, 太陽能發電設備/系統及系統工程"
4950,牧東,"不鏽鋼棒線, 裁剪加工"
4951,精拓科,輸出入介面IC
4952,凌通,"機器學習, 電腦視覺, 消費性IC, 微控制器IC, 電源管理IC, 平面顯示器控制IC, 電動汽車、電動機車、電動自行車"
4953,緯軟,"應用/系統軟體設計開發, 數位銀行, 系統整合, 領域解決方案"
4956,光鋐,光源/磊晶
4958,臻鼎-KY,硬板、軟板、IC載板製造
4960,誠美材,其他零組件
4961,天鈺,"LED驅動IC, 電源管理IC, 平面顯示器驅動IC"
4966,譜瑞-KY,平面顯示器驅動IC
4967,十銓,"記憶體, 隨身碟、記憶卡讀卡機"
4968,立積,網路通訊IC
4971,IET-KY,其他IC/二極體製造
4972,湯石照明,燈具/應用
4973,廣穎,"IC模組, 記憶體, 隨身碟、記憶卡讀卡機"
4974,亞泰,印表機、傳真機、掃瞄器、多功能事務機、投影機
4976,佳凌,"光學鏡片、鏡頭, 金屬、塑膠模具, 其他"
4977,眾達-KY,光通訊設備(如光纖電纜、光傳輸設備)
4979,華星光,主/被動元件
4987,科誠,印表機、傳真機、掃瞄器、多功能事務機、投影機
4989,榮科,銅箔
4991,環宇-KY,"晶圓製造, 其他IC/二極體製造"
4994,傳奇,"設計開發, 營運發行"
4995,晶達,"顯示器模組, 監視器/顯示器, 觸控面板, 公共資訊查詢站(Kiosk), 金融提款機(ATM), 自動售票機"
4999,鑫禾,機構樞紐
5007,三星,"金屬加工用機械, 模具, 螺絲螺帽"
5009,榮剛,"鋼胚, 不鏽鋼胚, 不鏽鋼棒線"
5011,久陽,螺絲螺帽
5013,強新,金屬製品
5014,建錩,"冷熱軋不鏽鋼板捲, 裁剪加工"
5015,華祺,螺絲螺帽
5016,松和,鋼線鋼纜
5201,凱衛,"應用/系統軟體設計開發, 系統整合服務"
5202,力新,"應用/系統軟體設計開發, 系統整合服務, 通路經銷"
5203,訊連,"應用/系統軟體設計開發, 領域解決方案"
5205,中茂,"環保潔能服務產業, 其他"
5206,坤悅,"系統整合服務, 建設業"
5209,新鼎,"系統整合服務, 系統整合, 顧問諮詢, 領域解決方案, 智慧設備, 機器學習, 電腦視覺, 自然語言處理, 移動控制, 運算設備, 雲端平台, 資料處理, 資料庫, 分析工具, 應用軟體, 運算元件與設備, 儲存處理"
5210,寶碩,"應用/系統軟體設計開發, 系統整合服務, 太陽能發電設備/系統及系統工程"
5211,蒙恬,應用/系統軟體設計開發
5212,凌網,系統整合服務
5213,亞昕,建設業
5215,科嘉-KY,其他電腦及週邊設備之零組件
5220,萬達光電,觸控面板
5222,全訊,"生產製程及檢測設備, IC模組, IP設計/IC設計代工服務, 晶圓製造"
5223,安力-KY,"散熱片、風扇馬達、散熱模組, 金屬、塑膠模具, 其他電腦及週邊設備之零組件, 電腦設備, 冷卻設備, 伺服器, 儲存, 網路"
5225,東科-KY,其他電子產品及電子服務產業
5227,立凱-KY,"鋰電池材料, 電動汽車、電動機車、電動自行車, 原材料"
5228,鈺鎧,電感器
5230,雷笛克光學,"散熱片、風扇馬達、散熱模組, 車燈, 封裝/模組, 燈具/應用"
5234,達興材料,"化學品, 化學品(如光阻劑、靶材等), 膠材, 接著劑(合成樹脂), 工業用合成樹脂, 鋰電池材料, 材料, 原材料"
5236,凌陽創新,"機器學習, 電腦視覺, 消費性IC, 微控制器IC"
5243,乙盛-KY,"塑膠框, 其他零組件, 模具"
5244,弘凱,封裝/模組
5245,智晶,"面板, 顯示器模組"
5251,天鉞電,安全監控系統
5258,虹堡,其他電腦及週邊設備
5263,智崴,"娛樂服務業, 應用/系統軟體設計開發, 數位內容產業, 資服, 應用軟體/內容, 垂直應用方案, 系統整合, IT服務, 培訓, 會議, 工作流程引導, 地圖, 遊戲, 其他, 製造, 重工業, 物流, 安防, 醫療"
5269,祥碩,輸出入介面IC
5272,笙科,消費性IC
5274,信驊,網路通訊IC
5276,達輝-KY,其他
5278,尚凡*,"交易撮(媒)合, 資訊聚合"
5283,禾聯碩,其他電子產品及電子服務產業
5284,jpp-KY,"塑膠/金屬機殼, 醫療器材研發、設計、製造, 醫療器材代理銷售及通路, 太陽能發電設備/系統及系統工程, 金屬零件, 體溫計、血壓計, 人工關節, 隱型眼鏡、光學鏡片, 衛生用品, 醫療耗材, 生物檢測, 顯示器, 醫療器材代理, 醫療院所、醫療器材專賣店、藥局等通路"
5285,界霖,導線架
5287,數字,"行銷廣告服務, 交易撮(媒)合, 資訊聚合"
5288,豐祥-KY,"金屬加工處理, 金屬零件"
5289,宜鼎,其他電腦及週邊設備
5291,邑昇,"硬板、軟板、IC載板製造, 燈具/應用"
5292,華懋,環保潔能服務產業
5299,杰力,電源管理IC
5301,寶得利,"旅遊服務業, 貿易商、代理商、經銷商, 零售通路"
5302,太欣,消費性IC
5306,桂盟,"休閒車業, 車用機械傳動設備及零配件, 金屬製品, 其他"
5309,系統電,"其他電腦及週邊設備, 電池模組"
5310,天剛,"線上遊戲業, 系統整合服務, 設計開發, 營運發行"
5312,寶島科,醫療院所、醫療器材專賣店、藥局等通路
5314,世紀,裝潢業
5315,光聯,"面板, 顯示器模組"
5321,美而快,"自有產品(服務)銷售, 硬板、軟板、IC載板製造"
5324,士開,"旅館服務業, 建設業"
5328,華容,電容器
5340,建榮,玻璃纖維/玻纖布
5344,立衛,"IC封裝測試, 燈具/應用"
5345,天揚,其他電子產品及電子服務產業
5347,世界,晶圓製造
5348,正能量智能,"無線通訊設備(如行動電話、衛星定位系統、衛星通訊設備、微波通訊設備、數位機上盒), 裝置/器材零組件, 軟體開發, 運動用品, 穿戴式裝置, 通訊服務, 數位內容, 運動服務/顧問, 運動行銷/媒體"
5351,鈺創,"系統整合, 領域解決方案, 電腦視覺, 處理器/IC, 感測器/模組, 頭顯裝置品牌廠, 記憶體IC, CPU, GPU, HPU, SoC, IC, 環境感知, 深度感測, SLAM, 其他, 使用者感知, 視覺, 語音, 手勢/動作, 觸覺, VR Headset, AR Smart Glasses, MR Headset & SG"
